Id1;Act1A1;Act1A2;Act2A1;Act2A2;ReasA1;ReasA2;REA1;REA2;NumTA1;NumTA2;T1A1;T1A2;T1SA1;T1SA2;T1TA1;T1TA2;T1TyA1;T1TyA2;T1SubjA1;T1SubjA2;T2A1;T2A2;T2SA1;T2SA2;T2TA1;T2TA2;T2TyA1;T2TyA2;T2SubjA1;T2SubjA2;T3A1;T3A2;T3SA1;T3SA2;T3TA1;T3TA2;T3TyA1;T3TyA2;T3SubjA1;T3SubjA2
181400;request;request;{};{};internal collaboration;personal;accountable non-answer;accountable non-answer;1;1;advise/review corrected appendix.;advise someone;1;2;2;2;informational;informational;information;information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
41577;request;request;{};{};internal collaboration;administrative procedure;accountable non-answer;postponed reply;1;1;get with vernon and greg;set up meeting;3;4;3;4;informational;procedural;collaboration;meeting;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
384554;greet;deliver;{};{};personal;personal;ignore;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
77660;request;commit;{};propose;personal;personal;postponed reply;immediate reply;0;1;{};let sender know if he should send more images;;1;;1;;procedural;{};decision;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
383615;deliver;request;{};{};personal;personal;postponed reply;postponed reply;1;1;call me when you get in;eric.bass asks shirley elliott to give a call when she gets in;2;1;2;4;physical;physical;other;other;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
384365;request;request;{};remind;personal;personal;immediate reply;immediate reply;1;1;see if players can play;see if micah can play again;4;1;4;4;physical;informational;event;information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
78264;request;propose;{};{};employment arrangements;employment arrangements;accountable non-answer;accountable non-answer;1;1;handle issue;sign up to apply if they want;4;2;4;3;physical;procedural;service;reservation;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
209579;request;request;{};{};other;personal;postponed reply;immediate reply;0;1;{};do you see letter?;;1;;3;;physical;{};information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
105027;propose;request;{};{};administrative procedure;administrative procedure;immediate reply;postponed reply;1;2;confirm the meeting time and date;confirm date;4;3;4;3;procedural;informational;meeting;meeting;{};head count;;3;;3;;informational;{};meeting;{};{};;;;;;;{};{}
107776;deliver;request;{};{};legal procedure;administrative procedure;accountable non-answer;postponed reply;0;1;{};review and comment;;1;;3;;informational;{};service;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
143169;remind;request;request;{};internal collaboration;administrative procedure;postponed reply;immediate reply;2;1;public information;answer if he got copies of contracts;3;1;3;4;informational;informational;information;information;confidentiality;{};3;;3;;procedural;;collaboration;{};;;;;;;;;;
259799;deliver;deliver;{};{};internal collaboration;internal collaboration;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
30769;refuse;refuse;{};refuse;internal collaboration;internal collaboration;accountable non-answer;immediate reply;0;2;{};issued in connection with financial transactions only;;4;;4;;procedural;{};other;{};issued in connection with financial transactions only;;4;;4;;procedural;{};other;;;;;;;;;;
33804;request;request;{};deliver;internal collaboration;external collaboration;accountable non-answer;postponed reply;1;1;add member to list;add steve kean to the list;1;2;4;2;physical;physical;{};instructions;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
69780;propose;propose;{};{};internal collaboration;internal collaboration;immediate reply;postponed reply;1;1;ask if meeting date/time is acceptable;can we get together in my office sometime between 11-1?;3;3;3;3;informational;physical;meeting;meeting;{};{};;;;;;;{};{};;;;;;;;;;
248938;deliver;commit;{};{};employment arrangements;external collaboration;accountable non-answer;accountable non-answer;0;1;{};strange message about a parking expence account revocation;;1;;2;;procedural;{};other;{};{};;;;;;;{};{};;;;;;;;;;
30249;deliver;deliver;{};{};administrative procedure;administrative procedure;accountable non-answer;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
337852;propose;request;{};{};internal collaboration;internal collaboration;immediate reply;immediate reply;0;1;{};information on these contracts;;1;;4;;informational;{};information;{};{};;;;;;;{};{};;;;;;;;;;
321076;deliver;deliver;{};{};internal collaboration;logistic arrangements;accountable non-answer;accountable non-answer;0;1;{};inform of updated date;;3;;2;;informational;{};event;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
40955;greet;greet;{};{};other;personal;ignore;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
200981;greet;greet;deliver;{};personal;personal;ignore;accountable non-answer;0;0;{};{};;;;;;;{};{};;;;;;;;;;;;;;;;;;;;
395136;deliver;deliver;greet;{};internal collaboration;internal collaboration;postponed reply;ignore;0;0;{};{};;;;;;;{};{};;;;;;;;;;;;;;;;;;;;
106372;propose;propose;{};{};administrative procedure;internal collaboration;immediate reply;postponed reply;1;1;commit to meeting;propose for meeting on friday;3;3;3;2;procedural;physical;meeting;meeting;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
173466;propose;request;{};{};legal procedure;administrative procedure;postponed reply;accountable non-answer;1;1;intellectual property;set up meeting;4;4;3;4;informational;procedural;decision;meeting;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
30051;commit;commit;deliver;{};internal collaboration;administrative procedure;accountable non-answer;immediate reply;1;1;confirmation templates sent;confirmatioin template;1;1;1;3;procedural;procedural;decision;information;{};{};;;;;;;{};{};;;;;;;;;;
337436;request;deliver;{};{};internal collaboration;internal collaboration;accountable non-answer;accountable non-answer;1;0;do not disturb me;{};3;;4;;physical;;announcement;{};{};{};;;;;;;{};{};;;;;;;;;;
233503;remind;deliver;{};{};internal collaboration;administrative procedure;accountable non-answer;accountable non-answer;0;1;{};inform of human resources matter;;1;;3;;informational;{};information;{};{};;;;;;;{};{};;;;;;;;;;
233502;deliver;deliver;{};amend;administrative procedure;employment arrangements;accountable non-answer;accountable non-answer;1;0;inform regarding human resources decision;{};1;;3;;informational;;information;{};{};{};;;;;;;{};{};;;;;;;;;;
139782;propose;deliver;request;{};logistic arrangements;internal collaboration;immediate reply;ignore;3;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
210116;deliver;deliver;{};{};personal;internal collaboration;ignore;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
249372;deliver;deliver;{};{};legal procedure;external collaboration;accountable non-answer;postponed reply;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
305329;request;request;{};{};employment arrangements;employment arrangements;postponed reply;postponed reply;1;1;review resume;look at a resume;1;1;1;1;procedural;procedural;other;acknowledgement;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
102867;propose;deliver;{};{};other;internal collaboration;postponed reply;accountable non-answer;1;0;guaranty comparism;{};2;;2;;informational;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
306240;deliver;greet;{};{};personal;personal;ignore;postponed reply;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
182704;propose;deliver;{};{};administrative procedure;internal collaboration;immediate reply;postponed reply;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
8782;deliver;amend;{};{};internal collaboration;legal procedure;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
260332;deliver;deliver;{};{};internal collaboration;internal collaboration;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
249700;request;request;{};{};external collaboration;external collaboration;postponed reply;immediate reply;1;1;confirmation if information about past deals is correct.;check if information is correct;1;1;3;4;informational;informational;information;information;{};n/a;;;;;;informational;{};information;;;;;;;;;;
41708;request;request;propose;{};employment arrangements;administrative procedure;immediate reply;immediate reply;1;1;shelley pulls the recap for each pipe by 7:30 a.m;get the weekend notes out.;4;1;4;4;procedural;informational;meeting;information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
33838;refuse;propose;{};{};personal;other;accountable non-answer;accountable non-answer;0;1;{};sender declined offer to attend baseball game;;3;;3;;physical;{};other;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
173758;deliver;deliver;{};deliver;internal collaboration;internal collaboration;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
8925;request;deliver;propose;{};administrative procedure;internal collaboration;accountable non-answer;postponed reply;1;0;offer final review;{};1;;4;;procedural;;information;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
77965;request;request;{};{};administrative procedure;administrative procedure;immediate reply;postponed reply;1;1;set up meeting;can you set up a meeting to talk about the international assets and debt and equity trades around the assets?;4;2;4;3;procedural;procedural;meeting;meeting;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
141563;request;request;{};{};internal collaboration;personal;immediate reply;accountable non-answer;1;1;hunt down fax.;{};1;;1;;physical;;service;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
211397;deliver;request;{};{};internal collaboration;internal collaboration;ignore;postponed reply;0;1;{};the sender requested that the recipient add other recipients to the email.;;1;;2;;informational;{};collaboration;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
338740;commit;remind;{};{};external collaboration;internal collaboration;accountable non-answer;immediate reply;0;1;{};sending invoices;;4;;4;;procedural;{};product;{};{};;;;;;;{};{};;;;;;;;;;
77847;request;request;request;{};administrative procedure;administrative procedure;accountable non-answer;accountable non-answer;3;3;put a staff member on a memo list.;add to list;1;1;3;4;procedural;informational;announcement;instructions;have assistant print information.;print out;3;2;3;4;physical;physical;product;product;include information in daily packet.;add to packet;3;2;3;3;physical;physical;service;product
50007;request;propose;{};{};administrative procedure;internal collaboration;immediate reply;postponed reply;1;1;schedule meeting;how about breakfast on wednesday this week?;4;2;4;2;procedural;physical;meeting;event;{};{};;;;;;;{};{};;;;;;;;;;
383847;deliver;propose;{};{};internal collaboration;administrative procedure;accountable non-answer;postponed reply;0;3;{};remember to enter the eol deal number when creating the sitara trade;;3;;4;;informational;{};information;{};every effort needs to be made to make sure the appropriate end date is on the path;;3;;4;;informational;{};information;{};remember that paths created in unify assume the stop date is open ended;;3;;4;;informational;{};information
78125;deliver;deliver;{};{};logistic arrangements;logistic arrangements;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
78343;refuse;refuse;{};{};personal;personal;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
69657;deliver;remind;{};{};internal collaboration;internal collaboration;ignore;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
69656;deliver;deliver;{};{};internal collaboration;internal collaboration;accountable non-answer;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
49674;deliver;deliver;propose;{};administrative procedure;administrative procedure;immediate reply;postponed reply;1;0;let people in the field know the changes.;{};2;;3;;procedural;;announcement;{};{};{};;;;;;;{};{};;;;;;;;;;
78122;greet;deliver;{};{};personal;personal;postponed reply;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
141640;deliver;deliver;{};{};other;internal collaboration;ignore;postponed reply;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
143502;request;request;{};propose;administrative procedure;administrative procedure;immediate reply;postponed reply;2;1;let him know when available for call;let know when available for a call;1;1;3;3;procedural;procedural;meeting;meeting;let him know if did not receive copies;{};1;;3;;informational;;information;{};;;;;;;;;;
30338;greet;greet;{};{};personal;personal;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
259934;deliver;deliver;{};{};administrative procedure;internal collaboration;accountable non-answer;postponed reply;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
249264;request;propose;{};deliver;administrative procedure;internal collaboration;immediate reply;postponed reply;1;1;to develop a form of confirm;answer questions;1;2;;3;informational;informational;collaboration;information;{};{};;;;;;;{};{};;;;;;;;;;
105644;deliver;deliver;{};{};internal collaboration;administrative procedure;postponed reply;postponed reply;1;1;proposed changes;let me know if any issues;2;1;2;3;informational;informational;information;information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
78105;deliver;deliver;request;{};internal collaboration;administrative procedure;postponed reply;accountable non-answer;1;0;confirm if information is correct.;{};1;;2;;procedural;;collaboration;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
104035;deliver;deliver;{};remind;{};other;{};accountable non-answer;0;2;provide the information that shankman is not trading natual gas.;tradingnatural gas;1;3;2;3;informational;informational;information;information;{};telling the position;;2;;3;;informational;{};information;{};{};;;;;;;{};{}
210687;propose;request;remind;{};external collaboration;internal collaboration;postponed reply;immediate reply;2;1;determine focus of a collaborative project;start group project;3;2;1;2;informational;physical;collaboration;meeting;determine the date to present the project;{};3;;1;;informational;;collaboration;{};{};{};;;;;;;{};{}
70564;request;propose;{};propose;internal collaboration;legal procedure;postponed reply;postponed reply;1;1;answer if the skyline proposal got final approval and if it has already been fully implemented.;skyline proposal;2;2;3;2;informational;informational;information;other;{};{};;;;;;;{};{};;;;;;;;;;
173096;deliver;request;{};{};external collaboration;employment arrangements;postponed reply;immediate reply;1;1;keep up todate;provide information on potential candidates;2;1;3;3;physical;informational;information;information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
70561;request;request;{};{};internal collaboration;internal collaboration;immediate reply;postponed reply;1;1;request information;do you have any information on project max that we could use in the business plan for nng?;1;1;3;3;informational;informational;information;information;{};{};;;;;;;{};{};;;;;;;;;;
70563;greet;greet;{};{};administrative procedure;internal collaboration;ignore;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
143339;propose;amend;{};amend;administrative procedure;internal collaboration;immediate reply;immediate reply;1;2;attend meeting friday;we need to discuss whether the petition;4;4;4;4;physical;procedural;meeting;meeting;{};allow for a broader certificate.;;4;;4;;procedural;{};meeting;;;;;;;;;;
249550;request;deliver;{};{};logistic arrangements;internal collaboration;accountable non-answer;postponed reply;1;1;prepare sets of latest versions of forms for meeting by 12 noon on monday;answer question;4;2;4;2;informational;informational;meeting;information;{};{};;;;;;;{};{};;;;;;;;;;
49580;deliver;remind;{};propose;internal collaboration;internal collaboration;accountable non-answer;postponed reply;0;2;{};highlighting costs;;4;;4;;informational;{};information;{};generation standards;;3;;3;;informational;{};information;;;;;;;;;;
49624;deliver;deliver;{};{};internal collaboration;internal collaboration;accountable non-answer;accountable non-answer;0;1;{};show the information;;2;;2;;informational;{};information;{};{};;;;;;;{};{};;;;;;;;;;
177156;deliver;deliver;{};{};internal collaboration;external collaboration;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
394583;deliver;deliver;{};{};administrative procedure;administrative procedure;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};;;;;;;;;;;;;;;;;;;;
337506;deliver;deliver;{};{};personal;administrative procedure;ignore;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
337507;greet;deliver;{};{};personal;personal;ignore;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
307132;deliver;deliver;{};{};internal collaboration;internal collaboration;postponed reply;postponed reply;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
187010;propose;propose;request;{};administrative procedure;administrative procedure;immediate reply;immediate reply;2;1;meet for one hour to go over list in order to prepare for thursday.;answer who can go to the meeting;3;4;3;4;procedural;procedural;collaboration;meeting;decide who from tax should attend.;{};2;;3;;procedural;;decision;{};;;;;;;;;;
105134;request;remind;{};{};other;logistic arrangements;postponed reply;postponed reply;1;1;keep me posted;keep her updated about information;1;1;2;3;informational;informational;information;information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
187014;deliver;commit;{};{};internal collaboration;internal collaboration;accountable non-answer;accountable non-answer;1;0;inform regarding plans for future contact regarding project;{};1;;2;;informational;;information;{};{};{};;;;;;;{};{};;;;;;;;;;
108350;request;request;{};{};internal collaboration;internal collaboration;{};postponed reply;1;1;request document to be sent;could you please supply me with a copy of your current confidentiality agreement?;1;2;3;3;informational;informational;information;information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
325394;deliver;greet;{};{};travel planning;personal;{};ignore;1;0;inform regarding weather;{};3;;2;;informational;;announcement;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
33639;deliver;deliver;{};{};internal collaboration;legal procedure;ignore;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
384189;request;deliver;greet;{};internal collaboration;internal collaboration;accountable non-answer;ignore;1;0;read the memo.;{};2;;2;;procedural;;service;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
31055;deliver;request;{};{};administrative procedure;administrative procedure;accountable non-answer;accountable non-answer;0;1;{};double check to make sure it matches up with her list;;1;;3;;informational;{};information;{};{};;;;;;;{};{};;;;;;;;;;
2064;greet;greet;{};{};personal;internal collaboration;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
49995;request;request;{};remind;administrative procedure;internal collaboration;accountable non-answer;accountable non-answer;1;1;arrive at 11;be there by 11am;4;4;4;4;physical;physical;meeting;meeting;{};{};;;;;;;{};{};;;;;;;;;;
50118;deliver;deliver;{};{};internal collaboration;administrative procedure;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
338314;request;request;{};{};internal collaboration;internal collaboration;immediate reply;immediate reply;1;1;confirm price;which price is correct?;2;3;4;4;informational;informational;information;information;{};{};;;;;;;{};{};;;;;;;;;;
33713;deliver;request;{};{};personal;personal;immediate reply;immediate reply;1;1;schedule after work activity;dinner;2;4;4;4;informational;informational;collaboration;other;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
32886;deliver;remind;{};{};internal collaboration;administrative procedure;ignore;accountable non-answer;0;1;{};disregard prior email;;1;;2;;informational;{};meeting;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
321232;deliver;deliver;{};greet;employment arrangements;employment arrangements;accountable non-answer;postponed reply;0;1;{};let sender know if receiver is interested in summer internship in 2002.;;2;;3;;informational;{};decision;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
174868;deliver;deliver;{};{};internal collaboration;administrative procedure;accountable non-answer;accountable non-answer;1;0;"stanley.horton wants to know from a.hughes whether he can be of any further help. after passing all the information about the""meeting with el paso""";{};1;;1;;procedural;;information;{};{};{};;;;;;;{};{};;;;;;;;;;
105628;propose;request;{};{};other;other;accountable non-answer;accountable non-answer;1;1;read the notes;view lotus notes.;1;1;1;2;informational;informational;information;information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
181497;request;request;{};{};logistic arrangements;administrative procedure;ignore;immediate reply;1;1;print;print out swap documents;1;1;2;4;physical;procedural;product;instructions;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
182006;request;request;{};{};internal collaboration;internal collaboration;postponed reply;postponed reply;1;1;answer question;asks to change confirmation email preference;2;1;2;1;informational;physical;information;instructions;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
69872;request;remind;{};amend;administrative procedure;internal collaboration;immediate reply;immediate reply;1;2;call asap;immediate call back from kevin;1;2;4;4;procedural;procedural;meeting;instructions;{};instruction details for completion of the theory;;2;;4;;procedural;{};instructions;;;;;;;;;;
49367;propose;request;{};{};internal collaboration;internal collaboration;immediate reply;immediate reply;1;1;provide an answer;put together a plan;2;2;3;4;procedural;physical;information;service;{};{};;;;;;;{};{};;;;;;;;;;
173006;request;request;{};{};legal procedure;internal collaboration;postponed reply;accountable non-answer;1;1;use form for business risk;prepare the top ten risks for businesses using the form attached;1;2;4;2;physical;informational;product;information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
306399;propose;remind;{};{};personal;logistic arrangements;accountable non-answer;accountable non-answer;1;0;write down the contact info;{};1;;2;;physical;;other;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
181795;deliver;request;{};{};external collaboration;internal collaboration;postponed reply;immediate reply;1;1;send copies;isda master agreement issues;1;1;3;3;informational;procedural;collaboration;information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
117651;amend;deliver;{};{};legal procedure;other;accountable non-answer;immediate reply;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
117652;remind;amend;{};{};external collaboration;legal procedure;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
337618;request;request;{};{};internal collaboration;administrative procedure;immediate reply;immediate reply;1;1;provide answer if global contract has been transferred.;has this account been transferred;1;1;3;3;procedural;informational;collaboration;information;{};{};;;;;;;{};{};;;;;;;;;;
173302;deliver;request;{};{};legal procedure;internal collaboration;accountable non-answer;postponed reply;0;1;{};pull existing resolutions;;3;;3;;physical;{};product;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
9302;request;remind;{};{};internal collaboration;legal procedure;immediate reply;immediate reply;1;1;remember negotiating any master agreements;answer if you remember negotiating any master agreements for ect.;2;2;3;2;informational;informational;information;information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
173374;greet;greet;{};{};personal;personal;accountable non-answer;accountable non-answer;0;1;{};let sender know how it goes.;;2;;2;;informational;{};information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
49381;commit;commit;{};{};internal collaboration;administrative procedure;postponed reply;immediate reply;1;1;james.d.steffe wants to  re-confirm from susan.scott whether she is covering epsa comments on public utility filing requirements nopr- conf. call friday sept. 7th;please respond to confirm you're covering;4;3;4;3;procedural;procedural;collaboration;meeting;{};{};;;;;;;{};{};;;;;;;;;;
321736;deliver;deliver;{};deliver;personal;internal collaboration;accountable non-answer;immediate reply;0;3;{};weather report;;3;;4;;informational;{};information;{};weather report;;3;;4;;informational;{};information;{};weather report;;3;;4;;informational;{};information
321737;deliver;propose;{};commit;internal collaboration;logistic arrangements;accountable non-answer;immediate reply;1;1;inform of time that a call will take place between two parties;{};1;3;3;3;informational;procedural;meeting;service;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
103566;deliver;deliver;{};{};internal collaboration;internal collaboration;ignore;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
33399;deliver;deliver;{};{};external collaboration;external collaboration;postponed reply;postponed reply;1;0;draft letter to the cpuc;{};3;;3;;informational;;acknowledgement;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
182369;remind;remind;request;{};internal collaboration;administrative procedure;ignore;postponed reply;0;1;{};reminder of a subject needed to be discussed in a later meeting;;1;;2;;informational;{};other;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
210455;remind;amend;{};{};administrative procedure;other;accountable non-answer;immediate reply;1;0;go to the meeting;{};4;;3;;physical;;meeting;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
8886;deliver;deliver;{};request;personal;personal;accountable non-answer;postponed reply;0;1;{};answer if there are any trips to houston on the agenda.;;2;;2;;informational;{};information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
78334;request;request;remind;{};logistic arrangements;personal;accountable non-answer;accountable non-answer;0;1;{};update calender;;3;;3;;physical;{};event;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
8881;propose;deliver;deliver;{};legal procedure;internal collaboration;postponed reply;postponed reply;2;0;scheduled payments by the purchaser;{};3;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
209710;propose;propose;{};{};administrative procedure;internal collaboration;immediate reply;postponed reply;1;1;proposal;distribute proposal to group;2;1;2;1;procedural;informational;collaboration;instructions;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
383972;remind;request;{};{};personal;personal;accountable non-answer;immediate reply;0;1;{};meet at chuy s at 7:00 tonight;;4;;4;;physical;{};meeting;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
41311;request;request;{};{};internal collaboration;internal collaboration;accountable non-answer;accountable non-answer;1;1;collaberate;work with coworkers to capture new system enhancements;2;3;3;3;physical;physical;collaboration;collaboration;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
249892;propose;propose;{};{};internal collaboration;internal collaboration;immediate reply;postponed reply;1;1;get the confirms signed;reply to amend or accept proposal on how to proceed;2;1;3;2;physical;informational;collaboration;collaboration;{};{};;;;;;;{};{};;;;;;;;;;
41315;commit;deliver;{};{};logistic arrangements;logistic arrangements;immediate reply;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
160876;deliver;deliver;{};deliver;other;internal collaboration;ignore;accountable non-answer;0;1;{};weather report for team;;3;;3;;informational;{};information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
160877;deliver;deliver;deliver;{};personal;personal;ignore;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
8542;deliver;deliver;{};request;internal collaboration;internal collaboration;accountable non-answer;immediate reply;0;1;{};inform as to whether a decision has been made.;;1;;3;;informational;{};decision;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
260433;propose;deliver;remind;{};administrative procedure;internal collaboration;accountable non-answer;postponed reply;1;0;trading or not trading;{};3;;3;;informational;;acknowledgement;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
32815;deliver;deliver;{};{};internal collaboration;legal procedure;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
50069;remind;deliver;{};{};administrative procedure;administrative procedure;immediate reply;accountable non-answer;1;0;replay;{};4;;4;;procedural;;acknowledgement;{};{};{};;;;;;;{};{};;;;;;;;;;
33376;deliver;request;{};commit;internal collaboration;internal collaboration;accountable non-answer;immediate reply;0;1;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
321121;remind;deliver;{};{};internal collaboration;internal collaboration;accountable non-answer;accountable non-answer;0;1;{};inform of historical developments/meeting/discussion;;2;;2;;informational;{};information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
210987;propose;propose;request;{};legal procedure;legal procedure;ignore;ignore;4;0;{};{};2;;2;;physical;;meeting;{};{};{};3;;3;;informational;;information;{};{};{};1;;4;;procedural;;other;{}
321122;request;request;{};deliver;administrative procedure;internal collaboration;accountable non-answer;accountable non-answer;1;1;mobilize the group;try to mobilize members of the group who have not made a contribution yet.;3;2;4;3;procedural;procedural;instructions;service;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
32776;request;request;{};deliver;external collaboration;administrative procedure;immediate reply;immediate reply;1;3;call mcgraph today;call requester and updates;1;3;4;3;physical;procedural;service;instructions;{};invoice reception;;3;;3;;informational;{};acknowledgement;{};transmision;;3;;3;;procedural;{};acknowledgement
173674;greet;greet;{};{};personal;personal;ignore;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
383897;propose;deliver;{};{};personal;other;immediate reply;accountable non-answer;1;0;let me know what you scored;{};1;;1;;informational;;information;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
249121;deliver;deliver;{};{};internal collaboration;administrative procedure;accountable non-answer;accountable non-answer;1;0;cinergy guaranty amendment riders;{};1;;3;;procedural;;other;{};{};{};;;;;;;{};{};;;;;;;;;;
