body,Act1A1_amend,Act1A1_commit,Act1A1_deliver,Act1A1_greet,Act1A1_propose,Act1A1_refuse,Act1A1_remind,Act1A1_request,ReasA1_administrative procedure,ReasA1_employment arrangements,ReasA1_external collaboration,ReasA1_internal collaboration,ReasA1_legal procedure,ReasA1_logistic arrangements,ReasA1_other,ReasA1_personal,ReasA1_travel planning,REA1_accountable non-answer,REA1_ignore,REA1_immediate reply,REA1_postponed reply,NumTA1_0,NumTA1_1,NumTA1_2,NumTA1_3
"We have received an executed Fourth Amendment to Master Energy Price Swap Agreement dated as of October 26, 2001 between Enron North America Corp. and Morgan Stanley Capital Group Inc., which amends the definition of ""Exposure Threshold"".  Copies will be distributed.",False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
Has CES global contract  96030669 / 65071 been transferred from CES to ENA?,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
"Dave:This is for routine and ""small"" matters only.  The resolutions are drafted so that the signature authority is narrow and specific.   Frequency is only one factor.   An example would be certain defined right-of-way agreements and certain defined confirms.  I will review the authority that has been delegated currently.  [Julia and Deb, please pull the existing resolutions with delegation of authority and let s review.] 	David W Delainey	10/09/2000 01:37 PM		 		 To: Janet R Dietrich/HOU/ECT@ECT		 cc: Mark E Haedicke/HOU/ECT@ECT		 Subject: Re: Signature authorityJanet, I completely disagree with legals position.  I have difficulty with some of our VP s having signing authority.  I believe this is a significant control issue.Mark, is this widespread in ENA?RegardsDelainey---------------------- Forwarded by David W Delainey/HOU/ECT on 10/09/2000 01:32 PM ---------------------------Janet R Dietrich10/09/2000 12:54 PMTo: David W Delainey/HOU/ECT@ECTcc:  Subject: Re: Signature authority  Well, I talked with legal about this and I understand that they can and do give signature authority to directors on a relatively frequent basis. I gave them the parameters for Ben to make it even easier. If they end up saying it s a bigger issue than originally articulated, I ll continue with Ben as we currently have it.  Thanks.",False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
Do you remember negotiating any master agreements for ECT that did not contain the necessary elements for trading energy commodity derivatives?  In particular I m thinking about things like the trade opiton exemption representations and the commodity derivatives definitions provisions.,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
Great!  Let me know how it goes.  Mark,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
"I wanted to re-confirm that you are covering?Thanks,Jim -----Original Message-----From: 	""Jackie Gallagher"" <JGallagher@epsa.org>@ENRON [mailto:IMCEANOTES-+22Jackie+20Gallagher+22+20+3CJGallagher+40epsa+2Eorg+3E+40ENRON@ENRON.com] Sent:	Wednesday, September 05, 2001 3:51 PMTo:	acomnes@enron.com; Hawkins, Bernadette; Nersesian, Carin; Nicolay, Christi L.; Fulton, Donna; Scheuer, Janelle; jhartso@enron.com; Shelk, John; jsteffe@enron.com; Noske, Linda J.; Robertson, Linda; Alvarez, Ray; Shapiro, Richard; Novosel, Sarah; Mara, Susan; Lindberg, Susan; Hoatson, TomSubject:	EPSA Comments on Public Utility Filing Requirements NOPR-	Conf. Call Friday, Sept. 7thMEMORANDUMTO: Regulatory Affairs Committee       Power Marketers Working GroupFROM: Jim Steffes, Regulatory Affairs Committee Chair            Bob Reilley, Power Marketers Working Group Chair            Julie Simon, Vice President of PolicyDATE: September 5, 2001RE: EPSA Comments on Public Utility Filing Requirements      NOPR       ?Conference Call on Friday, September 7th, 2:30 p.m.        EDTIn preparation for our call on FERC s NOPR on Revised Public Utility Filing Requirements, below is an agenda of issues for discussion.  To access the call, dial 1-800-937-6563 and ask for the Julie Simon/EPSA call.1. What is currently filed?      ?Aggregated data      ?Delayed disclosure      ?Current data requirements vs. current data filed2. What does the NOPR expect to be filed?      ?All transaction data (?)         ?Short-term, spot transactions         ?Longer-term bilateral transactions3. Balancing information availability vs. protecting    confidentiality      ?Aggregation      ?Delay of data release      ?Confidential treatment of data      ?Amount of sensitive information-size of portfolio      ?Comparison of gas reporting requirements-commodity prices vs.       transportation services4. Harmonizing filing requirements      ?EIA      ?NERC      ?FERC      ?ISOs",False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
"FYIVince -----Original Message-----From: 	Quilkey, Paul  Sent:	Tuesday, June 05, 2001 6:10 PMTo:	Kaminski, Vince JSubject:	RE: WeatherVinceSorry..3.30AM is 6.30AM in Sydney.  Best time would be 5.30PM CST Wednesday.  Pls call me if that works..+61-2-9229-2411.PaulFrom:	Vince J Kaminski/ENRON@enronXgate on 05/06/2001 07:12 AM CSTTo:	Paul Quilkey/ENRON_DEVELOPMENT@ENRON_DEVELOPMENTcc:	Shirley Crenshaw/ENRON@enronXgate, Mike A Roberts/ENRON@enronXgate Subject:	RE: WeatherPaul,Let s talk at 3:30 my time on Tuesday.We shall originate the call.Vince -----Original Message-----From: 	Quilkey, Paul  Sent:	Tuesday, June 05, 2001 12:18 AMTo:	Vince J Kaminski/HOU/ECT@ENRONSubject:	WeatherVinceWe have not spoken for a while.Please let me know when you are available to discuss Christian s weather modelling and the potential for assisting North American Wholesale.thnxPaul",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
"Paul,No problem. I shall call you this evening.Vince -----Original Message-----From: 	Quilkey, Paul  Sent:	Tuesday, June 05, 2001 6:10 PMTo:	Kaminski, Vince JSubject:	RE: WeatherVinceSorry..3.30AM is 6.30AM in Sydney.  Best time would be 5.30PM CST Wednesday.  Pls call me if that works..+61-2-9229-2411.PaulFrom:	Vince J Kaminski/ENRON@enronXgate on 05/06/2001 07:12 AM CSTTo:	Paul Quilkey/ENRON_DEVELOPMENT@ENRON_DEVELOPMENTcc:	Shirley Crenshaw/ENRON@enronXgate, Mike A Roberts/ENRON@enronXgate Subject:	RE: WeatherPaul,Let s talk at 3:30 my time on Tuesday.We shall originate the call.Vince -----Original Message-----From: 	Quilkey, Paul  Sent:	Tuesday, June 05, 2001 12:18 AMTo:	Vince J Kaminski/HOU/ECT@ENRONSubject:	WeatherVinceWe have not spoken for a while.Please let me know when you are available to discuss Christian s weather modelling and the potential for assisting North American Wholesale.thnxPaul",False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
"Bandwidth now OK per Marie.  She should have GTC to you no later than noon tomorrow.	Lisa Lees	11/07/2000 03:08 PM		 		 To: Tana Jones/HOU/ECT@ECT, Karen Lambert/HOU/ECT@ECT		 cc: Stacey Richardson/HOU/ECT@ECT, Tom Moran/HOU/ECT@ECT		 Subject: US Bandwidth STM-1Tana/Karen:The product long description below will fall under the new product type US Bandwidth STM-1.  Credit (Tom Moran) has approved copying the profiles for the new product type from the following:US Bandwidth DS3 Phy FwdPlease respond by 10 a.m. on Wednesday, November 8.Thank you.---------------------- Forwarded by Lisa Lees/HOU/ECT on 11/07/2000 01:58 PM ---------------------------Robert B Cass10/31/2000 05:38 PMTo: Matthew Adams/Corp/Enron@ENRONcc: Jay Hawthorn/Enron Communications@Enron Communications, Richard Schneider/Enron Communications@Enron Communications, Tom Moran/HOU/ECT@ECT, Mark Taylor/HOU/ECT@ECT, Jeff Blumenthal/HOU/ECT@ECT, Stephen H Douglas/HOU/ECT@ECT, Bjorn Hagelmann/HOU/ECT@ECT, Rudi Zipter/HOU/ECT@ECT, Lisa Lees/HOU/ECT@ECT, Jennifer deBoisblanc Denny/HOU/ECT@ECT, Torrey Moorer/HOU/ECT@ECT, Tara Sweitzer/HOU/ECT@ECT, Dawn C Kenne/HOU/ECT@ECT, Stephanie Sever/HOU/ECT@ECT, Mark Friedman/HOU/ECT@ECT, Melba Lozano/HOU/ECT@ECT Subject: US Bandwidth STM-1Hi Matt-   SIGMA FACTOR REQUEST:Commercial has requested the following new Bandwidth product on EOL.  The product type is similar to a the other Bandwidth products currently listed on EnronOnline.New Product TypeCommodity:  Product Type:   US Bandwidth STM-1 Phy FwdCommodity: Bandwidth Currency:     USDDefault UOM:   DSO milesCountry:   USAProduct: STM-1Market Pooling Point Locations: New York to London (NY-LON)DS0s: 2016Miles: 3471Physical Description :A US Bandwidth Transaction with Enron Broadband Services, L.P. (""EBS"") pursuant to which the Seller shall sell and the Buyer shall buy the quantity of Bandwidth Units submitted by Counterparty via the Website. The number of DSO s per STM-1 is 2016. The price shall be as submitted by the Counterparty via the Website. Any party entering into a Transaction to buy or sell Bandwidth Units from or to EBS shall be responsible for connecting to the Demarcation Point located at each Market Pooling Point in order to take physical delivery of such Bandwidth.  In order to achieve such connectivity, a party may incur costs and expenses and may additionally be required to execute certain documentation.The Term of the Transaction shall begin at 12:00 a.m. (EST) on the Effective Date and continue to 11:59: 59 p.m. (EST) on the Termination Date. The Effective Date is 01 Nov 2000 and the Termination Date is 30 Apr 2001.The Transaction shall be for Bandwidth between the New York Market Pooling Point (111 8th Avenue, Suite 1517, New York, NY 10011, NPA-NXX: 212-462, CLLI: NYCMNY83H62) and the London Market Pooling Point (Telecity 2, 8-9 Harbour Exchange, 1st Floor, Room 1T, London, E14 9GE),  for a total of 3,471 DSO miles.The price is quoted in US Dollars per unit of volume, which will be the Contractual Currency.The unit of measure against which the Unit Price is quoted is one DSO mile per month and the quantity shown shall be in number of Bandwidth Units per month. Therefore, the Contract Price will be calculated as follows: Price x the  number of DSO s per Bandwidth Unit x the number of DSO miles x the number of Bandwidth Units.",False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
"----- Forwarded by Richard B Sanders/HOU/ECT on 11/20/2000 07:19 AM -----	""Meringolo, Peter"" <PMeringolo@brobeck.com>	11/17/2000 04:41 PM		 		 To: "" Richard.B.Sanders@enron.com "" <Richard.B.Sanders@enron.com>		 cc: ""Fergus, Gary S."" <GFergus@brobeck.com>		 Subject: RE: Draft letter to the CPUCRichard,We are not going to send this letter until Monday.  We want to send theformal objections to the subpoena concurrently, and Mike Smith cannot reviewthe EES objections until Monday.  Mike Day believes that a delay untilMonday is not a problem.  Let me know if you have any concerns.-----Original Message-----From: Richard.B.Sanders@enron.com [mailto:Richard.B.Sanders@enron.com]Sent: Friday, November 17, 2000 2:24 PMTo: PMeringolo@brobeck.comCc: Fergus, Gary S.Subject: Re: Draft letter to the CPUCEveryone has signed off on the letter. Go ahead and send.                    ""Meringolo,                    Peter""                To:"" Richard.B.Sanders@enron.com "" <Richard.B.Sanders@enron.com>,                    <PMeringolo@br        "" msmith1@enron.com ""<msmith1@enron.com>, "" Mary.Hain@enron.com ""                    obeck.com>            <Mary.Hain@enron.com>,"" David_Aamodt@pgn.com "" <David_Aamodt@pgn.com>,                                          "" Christian.Yoder@enron.com ""<Christian.Yoder@enron.com>,                    11/16/2000            "" mday@gmssr.com ""<mday@gmssr.com>, ""Fergus, Gary S.""                    03:27 PM              <GFergus@brobeck.com>, ""Stephen C.Hall (E-mail)"" <schall@stoel.com>                                          cc:                                          Subject:     Draft letter to theCPUCPlease let either Gary or me know your thoughts and comments regarding thebelow draft letter to the CPUC.Thanks,Peter> PRIVILEGED AND CONFIDENTIAL> ATTORNEY CLIENT COMMUNICATION> ATTORNEY WORK PRODUCT>>>> Harvey Morris Esq.> California Public Utilities Commission> 505 Public Utilities Commission> San Francisco, California   94102>>    Re:   I.00-08-002  Subpoenas Served on Enron Power Marketing, Inc.> (""EPMI""), Enron Energy Services Operations Inc. and Enron Energy Services> Inc. (collectively referred to as ""EES""), Enron Energy Marketing> Corporation (""EEMC""), and Portland General Electric Corporation(""Portland> General"")(collectively sometimes referred to as the ""Enron Entities"")>> Harvey,>>    I am writing in response to the various voicemail exchanges and> phone calls between Michael Day, on behalf of the Enron Entities, and> yourself during the past few weeks.  Here is the current status as we> understand it.  Based upon the agreements we reached between October 6,> 2000 and October 18, 2000 (date of your confirming email) the Enron> Entities have made the following document productions in response to the> subpoenas served by California Public Utilities Commission (the> ""Commission""):>> *  October 13, 2000  Bate Nos. Enron Entities 000001-000025 on behalf> of all Enron Entities Responsive to Request Nos. 1-11, 20.>> *  October 27, 2000 Bate Nos. P000001-002115 on behalf of Portland> General Responsive to Request Nos. 12, 14, 16 and 18.>> *  November 14, 2000 Bate No. Enron Entities 000026 (Diskette with> EES/EEMC retail data) Responsive to Request Nos. 7 to 11, 13, 15 to 17,> and 19.>> *  November 15, 2000 Bate No. P002116-002117 (Diskettes with Portland> General Data, which include approximate 355,000 wholesale transactions)> Responsive to Request Nos. 7 to 11, 13 to 17, and 19.>> We believe with these productions, we have complied with the October> 6-18th agreement with respect to Portland General and EES/EEMC.  As you> know, these productions were all made reserving the Enron Entities rights> to object or challenge the subpoenas and reserving any claims, defenses,> objections, jurisdictional or otherwise, or other responses.>>    We originally had hoped to have all of the Transactional Data for> EPMI, as defined in our October 6th email, available for production by> October 27th.  However, we were also mindful of your expressedexpectation> that any data provided be useful and reliable.  The collection of datayou> requested in the subpoenas is neither kept electronically in the same> location nor organized as you requested it.  In fact during our review of> some of the data we found significant errors that called into questionthe> methodology by which the data was extracted from existing information.> When it became apparent that we could not accurately estimate how long it> would take to get reliable data given the volume of transactionsinvolved,> we informed you of the problem.  We now understand that if we cannot give> you a firm date when the balance of the Transactional Data will be> available, the Commission believes it will have no choice but to seek to> compel production before the Federal Regulatory Energy Commission> (""FERC"").  We understand the pressure that you must be under to get data> immediately, but we cannot, at this time, give you another date in the> immediate future by which we are certain that we will be able to produce> accurate data.>>    Moreover, during the iterim between October 18th and today, a number> of significant events have occurred that we believe bear on the subpoenas> served on the Enron entities.  First, we understand that many other> parties who were served with the same subpoenas have not provided the> detailed information requested and have objected on a variety of very> sound legal grounds.  Second, the Commission itself has, without ahearing> on the motion, unilaterally revised the proposed protective order that is> supposed to govern these productions and summarily denied other changes> sought by other parties served.  Third, the Commission has filed its> motion before FERC seeking an order compelling the production of the data> from those other parties that have objected and seeking an expedited> hearing and production schedule.  We note that the reasons stated in the> motion before FERC as the basis for the production are materially> different than the reasons originally stated in the ex parte application> to the Commission s own Administrative Law Judge who issued thesubpoenas.> Finally, FERC itself has completed its investigation and has issued a> tentative order as of November 1, 2000.>>    Originally, the Enron Entities had been prepared to accept ""most> favored nation"" treatment with respect to protective orders and requests> by others to limit the scope of the subpoenas and produce informationthat> was available.  However, given both the Commission s stated urgent need> for an immediate answer that EPMI cannot in good faith give despite> substantial effort (date for production of reliable and accurate> Transaction Data) and the uncertainty created by the above described> intervening events, EPMI believes it has no choice but to serve itsformal> objections and responses to the subpoenas and await the Commission s> threatened motion to compel before FERC.>>    We also understand from our discussions with you that the Commission> has created various lists or categories for the entities that have been> served with subpoenas.  We understand that there is a list for those> entities that have been cooperating, a list for those who have been> delaying and a list for those who have been objecting and exercisingtheir> rights to challenge the subpoenas.  We understand that the Commission> intends to punish, by whatever means it has available, those entitiesthat> object and exercise their rights to challenge the subpoenas.  We deplore> these tactics, but despite all of the efforts to cooperate described> above, we understand that EPMI may in fact be moved from the cooperating> list to the group to be punished for exercising its rights.>>    If you have and questions or comments, please do not hesitate to> contact me.>>                                        Sincerely,>>>>                                        Gary S.> Fergus=======================================================This email message is for the sole use of the intended recipient(s) and maycontain confidential and privileged information. Any unauthorized review,use, disclosure or distribution is prohibited. If you are not the intendedrecipient, please contact the sender by reply email and destroy all copiesof the original message.To reply to our email administrator directly, send an email topostmaster@brobeck.comBROBECK PHLEGER & HARRISON LLPhttp://www.brobeck.com=======================================================This email message is for the sole use of the intended recipient(s) and may contain confidential and privileged information. Any unauthorized review, use, disclosure or distribution is prohibited. If you are not the intended recipient, please contact the sender by reply email and destroy all copies of the original message.To reply to our email administrator directly, send an email to postmaster@brobeck.comBROBECK PHLEGER & HARRISON LLPhttp://www.brobeck.com",False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
"I think that Carol may have looked at this several months ago.  Isn t this related to the request of Jean Mhra?   	Enron North America Corp.		From:  Tana Jones                           12/02/99 05:35 PM	To: Sara Shackleton/HOU/ECT@ECTcc:  Subject: ParibasJust a note to remind you about something we need to discuss tomorrow, Transco Zone 6.",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
Apologies.  tues.  in office; maybe in Sacramento in afternoonwed. maybe in Sacramentothurs. s.f.fri. s.f.,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
"I finally got my film developed - this gives you an idea of how often I use the camera - and thought you might like these.  Unfortunately the only shot on the roll of Bruce didn t turn out - directly attributable to the photographer s lack of skill - and we never did have anybody take a group shot.  There were several others that you can tell would have been great shots if my thumb hadn t half obscured the lens.  The sunset was taken during our last night there while you guys were swimming off in the direction the picture was taken (if you listen carefully, you can almost hear Ted losing his lunch down below).Hope you guys are well - any trips to Houston on the agenda?Mark",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
"put on calendar, and rsvp.  thanks.  ----- Forwarded by Jeffrey A Shankman/HOU/ECT on 02/06/2001 02:56 PM -----	Mark Frevert@ENRON	Sent by: Nicki Daw@ENRON	02/06/2001 02:54 PM		 		 To: Greg Whalley/HOU/ECT@ECT, Mike McConnell/HOU/ECT@ECT, Jeffrey A Shankman/HOU/ECT@ECT, Jeffrey McMahon/HOU/ECT, Raymond Bowen/HOU/ECT, David W Delainey/HOU/ECT@ECT, John J Lavorato/Corp/Enron, Rebecca McDonald/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, James A Hughes/ENRON_DEVELOPMENT@ENRON_DEVELOPMENT, Louise Kitchen/HOU/ECT@ECT, Philippe A Bibi/HOU/ECT@ECT, Richard Causey/Corp/Enron@ENRON, Rick Buy/HOU/ECT@ECT, Steven J Kean/NA/Enron@Enron, Wes Colwell/HOU/ECT@ECT, Sally Beck/HOU/ECT@ECT, David Oxley/HOU/ECT@ECT, Mark E Haedicke/HOU/ECT@ECT, Mark Koenig/Corp/Enron@ENRON		 cc: 		 Subject: Invitation to the Rodeo - Monday, 19th FebruaryYou are cordially invited to join me at the 2001 Houston Livestock Show & RodeoonMonday, 19th Februarywith performances byLyle Lovett & Robert Earl Keenperformance starts at 7pmPlease RSVP Nicki Daw (x33497)",False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
"Enron North America and Enron Europe will offer credit derivatives through==20the EnronOnline website in the near future.  These products will provide fo=r=20regularly scheduled payments by the purchaser and a payment by the seller i=n=20the event of the bankruptcy of a specified =01&Reference Entity.=018 =20For a number of reasons, including those identified below, Enron maintains =a=20=01&Restricted List=018 in connection with its credit derivatives business,= which=20will list those entities that may not be included in the list of Reference==20Entities or that have been deleted from the list of Reference Entities.  Th=is=20list is designed to comply with legal requirements, to deal with potential==20conflicts of interest that might result because of our diverse activities,==20and to prevent the appearance of impropriety in connection with Enron=01,s==20credit derivatives trading activities.  The credit derivatives Restricted==20List is designed for other purposes as well.  For example, a company may be==20placed on the Restricted List if Enron is not able to assume any further=20credit exposure to that company or believes that market conditions do not==20warrant the trading of Credit Derivatives on such Reference Entity.A company ordinarily will be placed on the credit derivatives Restricted=20List, either before or after it has become a Reference Entity on which cred=it=20derivatives are traded, in the following circumstances:when Enron is actively engaged in effecting a material transaction with=20respect to such company that has not been publicly announced;when Enron has an applicable standstill agreement or other confidentiality==20agreement in place with such company;when Enron has a legal duty to keep such company s information confidential==20and such company has not expressly consented to being a Reference Entity fo=r=20purposes of the trading of credit derivatives (such a legal duty may be a==20fiduciary duty but may not rise to that level);when some part of Enron acquires material, nonpublic information about a=20company or its securities in the course of its business activities;when Enron has reached or exceeded its credit limits with respect to such==20company.The purpose of this memorandum is to alert you to this new business and to==20request your assistance in evaluating proposed Reference Entities prior to==20the trading of credit derivatives based on such companies.  Below is a list==20of proposed Reference Entities.  Please take a few minutes to look at this==20list and then let me know if you are aware of any reason such companies=20should placed on the credit derivatives Restricted List.  If you have any==20questions, please contact me at (713)853-7459 or Paul Simons in the London==20office at 44-20-7783-6566.Cinergy Corp.Duke Energy CorporationDynegy Inc.=20El Paso Energy CorporationPG & E CorporationSouthern Company Inc, TheAOLLucent TechnologyNortelQwest Communications",False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
we should distribute our comprehensive proposal to this group.,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
We are meeting at Chuy s at 7:00 tonight to celebrate Tim s 30th Birthday!Be there or be square,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
"		John, would you please work with Brad Holmes and Jerry Medeles to capture all of	the system enhancements we have made on NNG since last years meeting.	Thanks. Lynn",False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
Jeff:I think that we need to continue to pursue Williams and Richardson on getting either the confirms signed or getting a letter similar to the Morgan letter that they accept the terms of the confirms.,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
"	Vernon, yes, you can do pool to pool transactions on an MPS agreement. -----Original Message-----From: 	Mercaldo, Vernon  Sent:	Wednesday, July 25, 2001 1:43 PMTo:	Blair, LynnCc:	Williams, JoSubject:	One more thingWe gave an answer on this but I wanted to verify it was correct - they wanted to know if Mid 17 Pool could be pooled to Mid 17 Pool under an MPS agreement - I told them ""Yes""  - let me know if this is correct.",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
"Good Morning!Bottom line: No Changes.For the near term (1-5), we see some cool anomalies arriving into the Dakotas by Monday already, with highs in the Dakotas in the mid-30s and lows in the mid-teens.By Tuesday, Texas and the Midwest will be in the below normal category, with Dallas overnights in the mid-30s (normal low 43), Houston s low in the mid-40s (normal upper-40s) and Chicago will freeze, with a mid-20 overnight.  Progressing into the Northeast by wednesday, Philly and New York will get into the below normal category, but 5 or 6 degree anomalies are most likely.  Looks like a three day event as it moves easterly and then is followed by moderation into the...6-10 Day time period, which will see a cool shot over the Midwest/East towards next weekend, moderating again by early the following week. Then, early in the...11-15 Day time period, more cool air moves in, beginning with central cooling, then even into the Southeast.So, with normals dropping across the nation, this first cool air anomaly event arriving in the Midwest by Tuesday will elevate the nation s gas demand requirements into the 60 Bcf/d plus regime from here on through the winter.  Here s the strip beginning with today:Sat 	11/17	47 BcfdSun	11/18	52 Bcfd Mon	11/19	55 BcfdTue	11/20	67 BcfdWed	11/21	69 BcfdThu	11/22	65 BcfdFri	11/23	65 BcfdSat	11/24	63 BcfdSun	11/25	63 BcfdMon	11/26	65 BcfdTue	11/27	65 BcfdTill tomorrow,The Weather Team",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
"Good Morning! Bottom line: No Changes - Overall US conditions will return to a more normal late fall/early winter pattern (no Arctic air) over the next 2 days. This pattern will persist through the end of the month. For the near term (1-5): Bottom Line - Cooler weather will bring temperatures below normal from the beginning through the middle of the week in the Midwest and from the middle through the end of the week in the East and South. The below normal event will last 3 to 4 days before normal temperatures return. The Rockies and West will be normal to above normal with cooling by the end of the week.Details: We see some cool anomalies arriving into the Midwest tomorrow, with temperatures in Chicago reaching highs late tonight and the mercury falling through the day tomorrow. By Tuesday, the South and Texas will be in the below normal category, with Dallas overnights in the mid-30s (normal low 43), Houston s low 40s (normal upper-40s) and Chicago will freeze, with a mid-20 overnight. Progressing into the Northeast by wednesday, Philly and New York will get into the below normal category, but 5 or 6 degree anomalies are most likely. Looks like a three day event as it moves easterly and then is followed by moderation.6-10 Day Bottom Line: Variable conditions continue with a stormy pattern entrenched over much of the nation. Overall temperatures will be normal to cool with very wet conditions. NO strong Arctic air is expected.Details: A strong storm will push into the West late next week and next weekend bringing heavy rain and snow and temperatures near to below normal. At the same time - the Midwest will warm toward normal with wet conditions developing. By early in the last week of November the strong western storm will push into the central U.S. bringing widespread rain and snow. Behind the system another surge of below normal temperatures will track from the Midwest to the South to the East.11-15 Day a generally cool and wet weather pattern will persist over much of the nation. While NO Arctic air is clear on the horizon - temperatures on a national average will be cooler than normal and there will be an increased threat for rain and snow. So, with normals dropping across the nation, this first cool air anomaly event arriving in the Midwest by Tuesday will elevate the nation s gas demand requirements into the 60 Bcf/d plus regime from here on through the winter. Here s the strip beginning with today:Sun 	11/18 	47 Bcfd Mon 	11/19 	54 Bcfd Tue 	11/20 	67 Bcfd Wed 	11/21 	69 Bcfd Thu 	11/22 	65 Bcfd Fri 	11/23 	62 Bcfd Sat 	11/24 	61 Bcfd Sun 	11/25 	62 Bcfd Mon 	11/26 	64 Bcfd Tue 	11/27 	63 Bcfd Till tomorrow, The Weather Team",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
"Rick Buy asked me to chat with Sally Beck about this and apologized for not having consulted with Legal before submitting the report.  He indicated that the results were not cast in stone and should not have been characterized, at least in connection with legal documentation, as mandates.  Sally has been out of the office but promised to call me this week once she had settled back in and explain the origins of these suggestions.   	Peter Keohane	07/19/2000 03:42 PM		 		 To: Mark E Haedicke/HOU/ECT@ECT, Mark Taylor/HOU/ECT@ECT		 cc: Greg Johnston/CAL/ECT@ECT, Peggy Hedstrom/CAL/ECT@ECT, Rob Milnthorp/CAL/ECT@ECT		 Subject: Project Doorstep - Financial Trading DocumentationI am just following up as to whether a decision has been made on this matter.  Please let me know.  FYI, Greg has now completed his Houston secondment and last week completed the ISDA workshop in Toronto.  Mark is scheduled for his Houston secondment some time in the fall.",False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
505434 - Killed.505066 - Changed to APB.505313 - Changed to APB. (505229 - Kept the same.)Hope this all makes sense - for not trading much today these guys are screwing up left and right!Stephanie Piwetz   01/25/2001 01:44 PMTo: Kate Symes/PDX/ECT@ECTcc:  Subject: amerex so farKateplease look into:Amerex brokered trade505434.01   should be a put option   Enron Buys Powerex    225.00 strike price6:30 am ppt expiry time505066.01  Amerex not claimingrichterEnron buys williams1/26-1/27  215.00505313.01 Amerex not claimingcrandellEnron Buys Puget300.00    might be a duponly one deal done with amerex said  505229.01,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
"Two names:John Quinn at Quinn Emanuel and Susman Godrey(LA and Houston office)	""Alan Yudkowsky"" <AYUDKOWSKY@stroock.com>	05/16/2001 12:15 PM		 		 To: <richard.b.sanders@enron.com>, <pmar@mofo.com>, <hweg@pgwlaw.com>		 cc: 		 Subject: Re: CalPX Participants Committee-Commandeering LitigationI have spoken with Marshall Grossman of Alshuler Grossman Stein & Kahan LLP.  He is interested.>>> ""Howard J. Weg"" <hweg@pgwlaw.com> 05/15/01 09:22AM >>>Please forward to Alan Yudkowsky, Richard Sanders, Pat Mar and me yoursuggestions for proposed counsel to handle the commandeering litigation.  Iwould like to schedule a Committee meeting to consider the candidates assoon as possible after the Court approves the Stipulation at the May 17hearing.Thanks.",False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
